Classification,Compared to,identical,SurfMatches,PCL Matches,ICP Similarityscore,ColorHistDistance,guess,neighborsWithDist
KoellnMuesliKnusperHonigNuss,KelloggsCornFlakes,0,11,3,0.000624934,0.85683,0,KoellnMuesliKnusperHonigNuss 0.696246;
KoellnMuesliKnusperHonigNuss,KelloggsCornFlakes,0,10,2,0.000624183,0.858302,0,KoellnMuesliKnusperHonigNuss 0.673940;
KoellnMuesliKnusperHonigNuss,VollMilch,0,9,5,1.08913e-05,0.850973,0,KoellnMuesliKnusperHonigNuss 0.676618;
KoellnMuesliKnusperHonigNuss,VollMilch,0,12,9,1.12473e-05,0.845517,0,KoellnMuesliKnusperHonigNuss 0.690401;
KoellnMuesliKnusperHonigNuss,VollMilch,0,8,8,1.16884e-05,0.847134,0,KoellnMuesliKnusperHonigNuss 0.695290;
KoellnMuesliKnusperHonigNuss,VollMilch,0,11,8,1.0038e-05,0.853794,0,KoellnMuesliKnusperHonigNuss 0.698580;
KoellnMuesliKnusperHonigNuss,VollMilch,0,11,7,1.31927e-05,0.855352,0,KoellnMuesliKnusperHonigNuss 0.686158;
KoellnMuesliKnusperHonigNuss,VollMilch,0,10,9,1.22744e-05,0.84819,0,KoellnMuesliKnusperHonigNuss 0.694978;
KoellnMuesliKnusperHonigNuss,VollMilch,0,12,8,1.01678e-05,0.845582,0,KoellnMuesliKnusperHonigNuss 0.691261;
KoellnMuesliKnusperHonigNuss,VollMilch,0,10,9,1.06849e-05,0.849414,0,KoellnMuesliKnusperHonigNuss 0.709310;
KoellnMuesliKnusperHonigNuss,VollMilch,0,11,8,1.00155e-05,0.847926,0,KoellnMuesliKnusperHonigNuss 0.689661;
KoellnMuesliKnusperHonigNuss,VollMilch,0,11,8,1.06808e-05,0.852995,0,KoellnMuesliKnusperHonigNuss 0.715772;
KoellnMuesliKnusperHonigNuss,SpitzenReis,0,11,14,4.08172e-06,0.85562,0,KoellnMuesliKnusperHonigNuss 0.671736;
KoellnMuesliKnusperHonigNuss,SpitzenReis,0,15,14,4.1019e-06,0.850352,0,KoellnMuesliKnusperHonigNuss 0.691833;
KoellnMuesliKnusperHonigNuss,SpitzenReis,0,13,8,3.78189e-06,0.851033,0,KoellnMuesliKnusperHonigNuss 0.685992;
KoellnMuesliKnusperHonigNuss,SpitzenReis,0,13,11,4.17465e-06,0.8496,0,KoellnMuesliKnusperHonigNuss 0.696586;
KoellnMuesliKnusperHonigNuss,SpitzenReis,0,12,14,3.94928e-06,0.849242,0,KoellnMuesliKnusperHonigNuss 0.701198;
KoellnMuesliKnusperHonigNuss,SpitzenReis,0,15,13,3.99366e-06,0.856463,0,KoellnMuesliKnusperHonigNuss 0.692810;
KoellnMuesliKnusperHonigNuss,SpitzenReis,0,12,14,4.56962e-06,0.853215,0,KoellnMuesliKnusperHonigNuss 0.675507;
KoellnMuesliKnusperHonigNuss,SpitzenReis,0,15,11,4.03763e-06,0.854504,0,KoellnMuesliKnusperHonigNuss 0.689845;
KoellnMuesliKnusperHonigNuss,SpitzenReis,0,12,16,3.93017e-06,0.856707,0,KoellnMuesliKnusperHonigNuss 0.688492;
KoellnMuesliKnusperHonigNuss,SpitzenReis,0,10,14,3.9736e-06,0.846386,0,KoellnMuesliKnusperHonigNuss 0.678577;
KoellnMuesliKnusperHonigNuss,PfannerGruneIcetea,0,11,2,4.92738e-05,0.860529,0,KoellnMuesliKnusperHonigNuss 0.703323;
KoellnMuesliKnusperHonigNuss,PfannerGruneIcetea,0,11,1,6.64878e-05,0.949245,0,KoellnMuesliKnusperHonigNuss 0.688952;
KoellnMuesliKnusperHonigNuss,PfannerGruneIcetea,0,11,2,4.82183e-05,0.867547,0,KoellnMuesliKnusperHonigNuss 0.665647;
KoellnMuesliKnusperHonigNuss,PfannerGruneIcetea,0,12,2,5.0397e-05,0.862358,0,KoellnMuesliKnusperHonigNuss 0.668017;
KoellnMuesliKnusperHonigNuss,PfannerGruneIcetea,0,12,1,6.03647e-05,0.868582,0,KoellnMuesliKnusperHonigNuss 0.697206;
KoellnMuesliKnusperHonigNuss,PfannerGruneIcetea,0,11,2,4.68771e-05,0.860491,0,KoellnMuesliKnusperHonigNuss 0.689617;
KoellnMuesliKnusperHonigNuss,PfannerGruneIcetea,0,13,2,5.07515e-05,0.857166,0,KoellnMuesliKnusperHonigNuss 0.680523;
KoellnMuesliKnusperHonigNuss,PfannerGruneIcetea,0,10,3,3.37087e-05,0.852843,0,KoellnMuesliKnusperHonigNuss 0.716425;
KoellnMuesliKnusperHonigNuss,PfannerGruneIcetea,0,13,2,4.89468e-05,0.856854,0,KoellnMuesliKnusperHonigNuss 0.695635;
KoellnMuesliKnusperHonigNuss,PfannerGruneIcetea,0,11,1,4.32566e-05,0.85265,0,KoellnMuesliKnusperHonigNuss 0.721157;
KoellnMuesliKnusperHonigNuss,SojaMilch,0,10,2,1.29166e-05,0.851718,0,KoellnMuesliKnusperHonigNuss 0.688651;
KoellnMuesliKnusperHonigNuss,SojaMilch,0,10,3,1.30895e-05,0.857108,0,KoellnMuesliKnusperHonigNuss 0.702913;
KoellnMuesliKnusperHonigNuss,SojaMilch,0,10,2,1.48393e-05,0.858407,0,KoellnMuesliKnusperHonigNuss 0.695151;
KoellnMuesliKnusperHonigNuss,SojaMilch,0,11,2,1.77712e-05,0.858097,0,KoellnMuesliKnusperHonigNuss 0.692674;
KoellnMuesliKnusperHonigNuss,SojaMilch,0,10,4,1.54606e-05,0.849896,0,KoellnMuesliKnusperHonigNuss 0.667833;
KoellnMuesliKnusperHonigNuss,SojaMilch,0,10,3,1.32864e-05,0.85536,0,KoellnMuesliKnusperHonigNuss 0.694882;
KoellnMuesliKnusperHonigNuss,SojaMilch,0,10,2,1.3328e-05,0.853113,0,KoellnMuesliKnusperHonigNuss 0.684751;
KoellnMuesliKnusperHonigNuss,SojaMilch,0,10,2,1.40171e-05,0.851681,0,KoellnMuesliKnusperHonigNuss 0.672056;
KoellnMuesliKnusperHonigNuss,SojaMilch,0,12,2,1.30536e-05,0.852621,0,KoellnMuesliKnusperHonigNuss 0.718218;
KoellnMuesliKnusperHonigNuss,SojaMilch,0,10,2,1.39937e-05,0.846823,0,KoellnMuesliKnusperHonigNuss 0.692443;
AlbiHimbeerJuice,KoellnMuesliKnusperHonigNuss,0,20,1,0.000214626,0.625539,0,AlbiHimbeerJuice 0.655160; KoellnMuesliKnusperHonigNuss 0.624324; SojaMilch 0.622180;
AlbiHimbeerJuice,KoellnMuesliKnusperHonigNuss,0,23,0,0.000223022,0.605852,0,AlbiHimbeerJuice 0.643806; KoellnMuesliKnusperHonigNuss 0.642784; SpitzenReis 0.616932;
AlbiHimbeerJuice,KoellnMuesliKnusperHonigNuss,0,20,1,0.000219961,0.594138,0,AlbiHimbeerJuice 0.680613; KoellnMuesliKnusperHonigNuss 0.658319;
AlbiHimbeerJuice,KoellnMuesliKnusperHonigNuss,0,18,0,0.000230826,0.612682,0,AlbiHimbeerJuice 0.684343;
AlbiHimbeerJuice,KoellnMuesliKnusperHonigNuss,0,18,0,0.000224921,0.616501,0,AlbiHimbeerJuice 0.712911;
AlbiHimbeerJuice,KoellnMuesliKnusperHonigNuss,0,14,1,0.000239684,0.629548,0,AlbiHimbeerJuice 0.695471;
AlbiHimbeerJuice,KoellnMuesliKnusperHonigNuss,0,10,0,0.000233202,0.682013,0,AlbiHimbeerJuice 0.665621; KoellnMuesliKnusperHonigNuss 0.645115;
AlbiHimbeerJuice,KoellnMuesliKnusperHonigNuss,0,17,0,0.000218217,0.610594,0,AlbiHimbeerJuice 0.682813; SojaMilch 0.648139; KoellnMuesliKnusperHonigNuss 0.639112;
AlbiHimbeerJuice,KoellnMuesliKnusperHonigNuss,0,26,0,0.000217409,0.614495,0,AlbiHimbeerJuice 0.697584;
AlbiHimbeerJuice,KoellnMuesliKnusperHonigNuss,0,17,0,0.000215522,0.607167,0,AlbiHimbeerJuice 0.656635; KoellnMuesliKnusperHonigNuss 0.653699; SpitzenReis 0.631642;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,19,1,0.000210667,0.614922,0,AlbiHimbeerJuice 0.644240; KoellnMuesliKnusperHonigNuss 0.641246; SpitzenReis 0.631255;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,21,0,0.000237818,0.620131,0,AlbiHimbeerJuice 0.650538; KoellnMuesliKnusperHonigNuss 0.649558;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,9,1,0.000220537,0.67373,0,AlbiHimbeerJuice 0.673436; KoellnMuesliKnusperHonigNuss 0.636802;
KoellnMuesliKnusperHonigNuss,AlbiHimbeerJuice,0,8,1,0.000310652,0.76684,0,KoellnMuesliKnusperHonigNuss 0.658879; AlbiHimbeerJuice 0.642138; SpitzenReis 0.621153;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,18,0,0.000230224,0.622909,0,AlbiHimbeerJuice 0.662948; KoellnMuesliKnusperHonigNuss 0.650593; SpitzenReis 0.640521;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,21,2,0.000218983,0.618181,0,AlbiHimbeerJuice 0.693139;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,18,2,0.000229364,0.617387,0,AlbiHimbeerJuice 0.701609;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,15,0,0.000220931,0.616333,0,AlbiHimbeerJuice 0.665969; KoellnMuesliKnusperHonigNuss 0.656684;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,15,0,0.000224638,0.611857,0,AlbiHimbeerJuice 0.684604;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,10,0,8.0576e-05,0.713796,0,AlbiHimbeerJuice 0.669923; KoellnMuesliKnusperHonigNuss 0.661111;
AlbiHimbeerJuice,KelloggsCornFlakes,0,12,2,8.26945e-05,0.720994,0,AlbiHimbeerJuice 0.691122; KoellnMuesliKnusperHonigNuss 0.654096;
KoellnMuesliKnusperHonigNuss,KelloggsCornFlakes,0,11,1,8.54705e-05,0.703189,0,KoellnMuesliKnusperHonigNuss 0.634397; AlbiHimbeerJuice 0.628059; SpitzenReis 0.613209;
AlbiHimbeerJuice,KelloggsCornFlakes,0,12,1,8.44391e-05,0.706659,0,AlbiHimbeerJuice 0.697013;
AlbiHimbeerJuice,KelloggsCornFlakes,0,13,0,7.9998e-05,0.717386,0,AlbiHimbeerJuice 0.670455; KoellnMuesliKnusperHonigNuss 0.664709;
AlbiHimbeerJuice,KelloggsCornFlakes,0,10,0,8.38582e-05,0.723224,0,AlbiHimbeerJuice 0.671653; KoellnMuesliKnusperHonigNuss 0.651194;
AlbiHimbeerJuice,KelloggsCornFlakes,0,11,1,8.43172e-05,0.71008,0,AlbiHimbeerJuice 0.675913; KoellnMuesliKnusperHonigNuss 0.646986;
AlbiHimbeerJuice,KelloggsCornFlakes,0,10,0,8.36132e-05,0.708577,0,AlbiHimbeerJuice 0.697267; KoellnMuesliKnusperHonigNuss 0.658503;
AlbiHimbeerJuice,KelloggsCornFlakes,0,10,0,8.57055e-05,0.721922,0,AlbiHimbeerJuice 0.667872; KoellnMuesliKnusperHonigNuss 0.649905;
AlbiHimbeerJuice,KelloggsCornFlakes,0,9,1,8.24624e-05,0.710284,0,AlbiHimbeerJuice 0.684704;
AlbiHimbeerJuice,KelloggsCornFlakes,0,14,3,8.49203e-05,0.707765,0,AlbiHimbeerJuice 0.689083; SojaMilch 0.641048;
KoellnMuesliKnusperHonigNuss,VollMilch,0,11,1,8.43341e-05,0.699959,0,KoellnMuesliKnusperHonigNuss 0.646140; AlbiHimbeerJuice 0.637808; SpitzenReis 0.616774; SojaMilch 0.613441;
AlbiHimbeerJuice,VollMilch,0,12,1,8.21642e-05,0.714163,0,AlbiHimbeerJuice 0.653970; KoellnMuesliKnusperHonigNuss 0.642987; SojaMilch 0.628247; SpitzenReis 0.626680;
KoellnMuesliKnusperHonigNuss,VollMilch,0,13,1,8.34353e-05,0.711526,0,KoellnMuesliKnusperHonigNuss 0.661508; AlbiHimbeerJuice 0.653985; SpitzenReis 0.633832; SojaMilch 0.627318;
AlbiHimbeerJuice,VollMilch,0,11,1,8.32754e-05,0.710832,0,AlbiHimbeerJuice 0.683103; KoellnMuesliKnusperHonigNuss 0.642834;
AlbiHimbeerJuice,VollMilch,0,12,1,8.403e-05,0.714147,0,AlbiHimbeerJuice 0.656007; KoellnMuesliKnusperHonigNuss 0.645495; SpitzenReis 0.642292;
AlbiHimbeerJuice,VollMilch,0,14,1,8.71798e-05,0.71314,0,AlbiHimbeerJuice 0.668689; KoellnMuesliKnusperHonigNuss 0.641631;
AlbiHimbeerJuice,VollMilch,0,11,0,0.00118295,0.746706,0,AlbiHimbeerJuice 0.662522; KoellnMuesliKnusperHonigNuss 0.661609;
AlbiHimbeerJuice,VollMilch,0,14,0,0.00116969,0.748377,0,AlbiHimbeerJuice 0.652516; KoellnMuesliKnusperHonigNuss 0.637827;
AlbiHimbeerJuice,VollMilch,0,16,0,0.00123242,0.712454,0,AlbiHimbeerJuice 0.697220;
AlbiHimbeerJuice,VollMilch,0,20,0,0.00126235,0.713302,0,AlbiHimbeerJuice 0.697351;
AlbiHimbeerJuice,SpitzenReis,0,17,0,0.0012199,0.714038,0,AlbiHimbeerJuice 0.685640; KoellnMuesliKnusperHonigNuss 0.653261;
AlbiHimbeerJuice,SpitzenReis,0,17,0,0.00125214,0.724211,0,AlbiHimbeerJuice 0.670049; KoellnMuesliKnusperHonigNuss 0.654675; SpitzenReis 0.641011;
KoellnMuesliKnusperHonigNuss,SpitzenReis,0,15,0,0.00122927,0.724751,0,KoellnMuesliKnusperHonigNuss 0.636974; AlbiHimbeerJuice 0.621571; SpitzenReis 0.615521;
AlbiHimbeerJuice,SpitzenReis,0,17,0,0.00123122,0.733343,0,AlbiHimbeerJuice 0.677740; KoellnMuesliKnusperHonigNuss 0.652675;
AlbiHimbeerJuice,SpitzenReis,0,19,1,0.00122306,0.71175,0,AlbiHimbeerJuice 0.673295; KoellnMuesliKnusperHonigNuss 0.661789;
AlbiHimbeerJuice,SpitzenReis,0,12,0,0.00115962,0.739171,0,AlbiHimbeerJuice 0.685739;
AlbiHimbeerJuice,SpitzenReis,0,12,0,0.00120725,0.726947,0,AlbiHimbeerJuice 0.683511; KoellnMuesliKnusperHonigNuss 0.655492; SpitzenReis 0.649758; SojaMilch 0.647022;
AlbiHimbeerJuice,SpitzenReis,0,11,0,0.00116585,0.748053,0,AlbiHimbeerJuice 0.679023; KoellnMuesliKnusperHonigNuss 0.652227;
AlbiHimbeerJuice,SpitzenReis,0,13,0,0.00121775,0.712071,0,AlbiHimbeerJuice 0.689043; KoellnMuesliKnusperHonigNuss 0.652627; SpitzenReis 0.650774;
KoellnMuesliKnusperHonigNuss,SpitzenReis,0,13,1,0.00120544,0.731365,0,KoellnMuesliKnusperHonigNuss 0.675898; AlbiHimbeerJuice 0.658669; SpitzenReis 0.645267;
KoellnMuesliKnusperHonigNuss,PfannerGruneIcetea,0,17,0,0.00117174,0.7228,0,KoellnMuesliKnusperHonigNuss 0.647225; AlbiHimbeerJuice 0.643733; SpitzenReis 0.633305; SojaMilch 0.631416;
AlbiHimbeerJuice,PfannerGruneIcetea,0,12,0,0.00119489,0.7083,0,AlbiHimbeerJuice 0.690044; KoellnMuesliKnusperHonigNuss 0.659190;
AlbiHimbeerJuice,PfannerGruneIcetea,0,18,0,0.00120458,0.723977,0,AlbiHimbeerJuice 0.672521;
AlbiHimbeerJuice,PfannerGruneIcetea,0,11,5,5.05733e-05,0.790313,0,AlbiHimbeerJuice 0.677357; KoellnMuesliKnusperHonigNuss 0.637755;
KoellnMuesliKnusperHonigNuss,PfannerGruneIcetea,0,10,4,4.6658e-05,0.788719,0,KoellnMuesliKnusperHonigNuss 0.665346; AlbiHimbeerJuice 0.654969; SpitzenReis 0.636212; SojaMilch 0.629919;
KoellnMuesliKnusperHonigNuss,PfannerGruneIcetea,0,11,2,5.70355e-05,0.789635,0,KoellnMuesliKnusperHonigNuss 0.676606; AlbiHimbeerJuice 0.661130; SpitzenReis 0.641995; SojaMilch 0.634499;
AlbiHimbeerJuice,PfannerGruneIcetea,0,12,3,4.83055e-05,0.78775,0,AlbiHimbeerJuice 0.681322; KoellnMuesliKnusperHonigNuss 0.659266;
AlbiHimbeerJuice,PfannerGruneIcetea,0,8,4,4.43784e-05,0.784587,0,AlbiHimbeerJuice 0.660448; KoellnMuesliKnusperHonigNuss 0.655517; SojaMilch 0.635642;
AlbiHimbeerJuice,PfannerGruneIcetea,0,12,3,6.05065e-05,0.797041,0,AlbiHimbeerJuice 0.671710; KoellnMuesliKnusperHonigNuss 0.662991; SpitzenReis 0.643090;
KoellnMuesliKnusperHonigNuss,PfannerGruneIcetea,0,11,3,4.18531e-05,0.790361,0,KoellnMuesliKnusperHonigNuss 0.661307; AlbiHimbeerJuice 0.656327; SpitzenReis 0.645360;
AlbiHimbeerJuice,SojaMilch,0,10,4,4.74923e-05,0.778244,0,AlbiHimbeerJuice 0.711064;
KoellnMuesliKnusperHonigNuss,SojaMilch,0,10,7,4.52632e-05,0.797415,0,KoellnMuesliKnusperHonigNuss 0.661368; AlbiHimbeerJuice 0.653122; SojaMilch 0.632173;
AlbiHimbeerJuice,SojaMilch,0,15,3,5.5249e-05,0.793191,0,AlbiHimbeerJuice 0.666309; KoellnMuesliKnusperHonigNuss 0.646402;
AlbiHimbeerJuice,SojaMilch,0,10,4,4.56165e-05,0.793513,0,AlbiHimbeerJuice 0.673305; KoellnMuesliKnusperHonigNuss 0.668191; SojaMilch 0.648522;
AlbiHimbeerJuice,SojaMilch,0,10,6,4.3613e-05,0.801358,0,AlbiHimbeerJuice 0.658846; KoellnMuesliKnusperHonigNuss 0.653443; SpitzenReis 0.629170;
AlbiHimbeerJuice,SojaMilch,0,10,4,5.24529e-05,0.791987,0,AlbiHimbeerJuice 0.682973; SojaMilch 0.638826;
AlbiHimbeerJuice,SojaMilch,0,11,4,4.78106e-05,0.782998,0,AlbiHimbeerJuice 0.667861; KoellnMuesliKnusperHonigNuss 0.661683; SpitzenReis 0.645715;
AlbiHimbeerJuice,SojaMilch,0,8,5,4.84455e-05,0.793033,0,AlbiHimbeerJuice 0.692007;
KoellnMuesliKnusperHonigNuss,SojaMilch,0,10,5,4.83165e-05,0.775089,0,KoellnMuesliKnusperHonigNuss 0.636249; AlbiHimbeerJuice 0.633384; SpitzenReis 0.609967; SojaMilch 0.604011;
AlbiHimbeerJuice,SojaMilch,0,17,5,0.000190846,0.791541,0,AlbiHimbeerJuice 0.652361; KoellnMuesliKnusperHonigNuss 0.646975; SojaMilch 0.623576;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,14,4,7.97488e-05,0.702133,0,AlbiHimbeerJuice 0.655160; KoellnMuesliKnusperHonigNuss 0.624324; SojaMilch 0.622180;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,10,1,9.02281e-05,0.695589,0,AlbiHimbeerJuice 0.680613; KoellnMuesliKnusperHonigNuss 0.658319;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,13,2,8.0731e-05,0.711274,0,AlbiHimbeerJuice 0.684343;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,13,0,7.80827e-05,0.709593,0,AlbiHimbeerJuice 0.712911;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,9,1,8.25309e-05,0.713908,0,AlbiHimbeerJuice 0.695471;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,15,0,8.21804e-05,0.732659,0,AlbiHimbeerJuice 0.665621; KoellnMuesliKnusperHonigNuss 0.645115;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,9,1,8.38434e-05,0.706775,0,AlbiHimbeerJuice 0.682813; SojaMilch 0.648139; KoellnMuesliKnusperHonigNuss 0.639112;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,13,1,8.28913e-05,0.710186,0,AlbiHimbeerJuice 0.656635; KoellnMuesliKnusperHonigNuss 0.653699; SpitzenReis 0.631642;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,9,2,8.50907e-05,0.722754,0,AlbiHimbeerJuice 0.644240; KoellnMuesliKnusperHonigNuss 0.641246; SpitzenReis 0.631255;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,12,1,8.17892e-05,0.704666,0,AlbiHimbeerJuice 0.676068; KoellnMuesliKnusperHonigNuss 0.652299;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,11,1,8.33836e-05,0.701884,0,AlbiHimbeerJuice 0.673436; KoellnMuesliKnusperHonigNuss 0.636802;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,10,0,8.76289e-05,0.813574,0,AlbiHimbeerJuice 0.701660;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,10,0,8.11745e-05,0.718571,0,AlbiHimbeerJuice 0.662948; KoellnMuesliKnusperHonigNuss 0.650593; SpitzenReis 0.640521;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,11,1,8.07467e-05,0.729082,0,AlbiHimbeerJuice 0.693139;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,10,1,8.6849e-05,0.704702,0,AlbiHimbeerJuice 0.701609;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,15,2,8.41363e-05,0.717177,0,AlbiHimbeerJuice 0.684604;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,12,0,8.0576e-05,0.714729,0,AlbiHimbeerJuice 0.669923; KoellnMuesliKnusperHonigNuss 0.661111;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,11,2,8.26945e-05,0.722036,0,AlbiHimbeerJuice 0.691122; KoellnMuesliKnusperHonigNuss 0.654096;
KoellnMuesliKnusperHonigNuss,AlbiHimbeerJuice,0,10,1,8.54705e-05,0.701028,0,KoellnMuesliKnusperHonigNuss 0.634397; AlbiHimbeerJuice 0.628059; SpitzenReis 0.613209;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,10,3,8.4037e-05,0.703971,0,AlbiHimbeerJuice 0.695890;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,14,0,7.97929e-05,0.723957,0,AlbiHimbeerJuice 0.696570; KoellnMuesliKnusperHonigNuss 0.674861;
KoellnMuesliKnusperHonigNuss,AlbiHimbeerJuice,0,13,0,8.34118e-05,0.706019,0,KoellnMuesliKnusperHonigNuss 0.660520; AlbiHimbeerJuice 0.653198; SpitzenReis 0.640085;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,11,0,8.36132e-05,0.705556,0,AlbiHimbeerJuice 0.697267; KoellnMuesliKnusperHonigNuss 0.658503;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,13,2,8.1165e-05,0.718724,0,AlbiHimbeerJuice 0.671648; KoellnMuesliKnusperHonigNuss 0.646483;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,13,3,8.49203e-05,0.710281,0,AlbiHimbeerJuice 0.689083; SojaMilch 0.641048;
KoellnMuesliKnusperHonigNuss,AlbiHimbeerJuice,0,12,1,8.43341e-05,0.702396,0,KoellnMuesliKnusperHonigNuss 0.646140; AlbiHimbeerJuice 0.637808; SpitzenReis 0.616774; SojaMilch 0.613441;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,13,1,8.21642e-05,0.713542,0,AlbiHimbeerJuice 0.653970; KoellnMuesliKnusperHonigNuss 0.642987; SojaMilch 0.628247; SpitzenReis 0.626680;
KoellnMuesliKnusperHonigNuss,AlbiHimbeerJuice,0,13,1,8.34353e-05,0.712135,0,KoellnMuesliKnusperHonigNuss 0.661508; AlbiHimbeerJuice 0.653985; SpitzenReis 0.633832; SojaMilch 0.627318;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,12,1,8.32754e-05,0.713663,0,AlbiHimbeerJuice 0.683103; KoellnMuesliKnusperHonigNuss 0.642834;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,13,0,8.15207e-05,0.715831,0,AlbiHimbeerJuice 0.666441; KoellnMuesliKnusperHonigNuss 0.640095; SpitzenReis 0.630331;
KoellnMuesliKnusperHonigNuss,AlbiHimbeerJuice,0,11,1,7.85388e-05,0.71478,0,KoellnMuesliKnusperHonigNuss 0.649581; AlbiHimbeerJuice 0.636816; SpitzenReis 0.630349; SojaMilch 0.617830;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,13,1,7.9009e-05,0.697126,0,AlbiHimbeerJuice 0.662522; KoellnMuesliKnusperHonigNuss 0.661609;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,12,1,8.37022e-05,0.69692,0,AlbiHimbeerJuice 0.652516; KoellnMuesliKnusperHonigNuss 0.637827;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,11,0,8.27325e-05,0.717173,0,AlbiHimbeerJuice 0.699345;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,13,1,8.04379e-05,0.707352,0,AlbiHimbeerJuice 0.700053; KoellnMuesliKnusperHonigNuss 0.657677;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,12,0,8.69749e-05,0.703176,0,AlbiHimbeerJuice 0.670049; KoellnMuesliKnusperHonigNuss 0.654675; SpitzenReis 0.641011;
KoellnMuesliKnusperHonigNuss,AlbiHimbeerJuice,0,13,0,8.60889e-05,0.715744,0,KoellnMuesliKnusperHonigNuss 0.636974; AlbiHimbeerJuice 0.621571; SpitzenReis 0.615521;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,10,0,7.90826e-05,0.722647,0,AlbiHimbeerJuice 0.674381; KoellnMuesliKnusperHonigNuss 0.636981;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,10,0,8.47206e-05,0.710179,0,AlbiHimbeerJuice 0.678183; KoellnMuesliKnusperHonigNuss 0.654779;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,13,1,8.45427e-05,0.714448,0,AlbiHimbeerJuice 0.669932; KoellnMuesliKnusperHonigNuss 0.656442;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,11,2,8.58946e-05,0.706193,0,AlbiHimbeerJuice 0.673295; KoellnMuesliKnusperHonigNuss 0.661789;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,13,0,8.59029e-05,0.710806,0,AlbiHimbeerJuice 0.677252; KoellnMuesliKnusperHonigNuss 0.661142; SpitzenReis 0.636315;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,11,2,8.24313e-05,0.69177,0,AlbiHimbeerJuice 0.679535; KoellnMuesliKnusperHonigNuss 0.656253; SpitzenReis 0.641970;
KoellnMuesliKnusperHonigNuss,AlbiHimbeerJuice,0,11,1,8.08962e-05,0.693675,0,KoellnMuesliKnusperHonigNuss 0.658114; AlbiHimbeerJuice 0.655991; SojaMilch 0.632664; SpitzenReis 0.628483;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,12,1,8.47328e-05,0.695262,0,AlbiHimbeerJuice 0.684792; KoellnMuesliKnusperHonigNuss 0.652740; SojaMilch 0.647403;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,11,1,8.23202e-05,0.697455,0,AlbiHimbeerJuice 0.685739;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,25,10,2.43805e-05,0.712177,1,AlbiHimbeerJuice 0.689491;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,24,12,2.51247e-05,0.705668,1,AlbiHimbeerJuice 0.695269; KoellnMuesliKnusperHonigNuss 0.657489;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,28,13,2.43365e-05,0.720453,1,AlbiHimbeerJuice 0.679224; KoellnMuesliKnusperHonigNuss 0.657702;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,24,8,2.51868e-05,0.709551,1,AlbiHimbeerJuice 0.674274; KoellnMuesliKnusperHonigNuss 0.649184;
